1,4,1
2,6,7
3,3,11
4,7,14
5,9,19
6,2,21
7,14,26
8,15,29
9,18,30
10,17,33
11,17,37
12,21,38
13,19,40
14,20,41
15,25,40
16,28,42
17,23,44
18,24,43
19,27,42
20,30,43
